data,gasolina_blr
01/08/2022,5.52
07/08/2022,5.39
14/08/2022,5.29
21/08/2022,5.12
28/08/2022,5.04
04/09/2022,4.89
11/09/2022,4.83
25/09/2022,4.70
02/10/2022,4.69
09/10/2022,4.72
16/10/2022,4.76
23/10/2022,4.84
30/10/2022,4.88
06/11/2022,4.90
13/11/2022,4.91
20/11/2022,4.93
27/11/2022,4.92
